cytokine,environment,pbmc,time,donor,value
IL-13,Basal,None,48,,46.6203030900541
IL-13,Basal,None,96,,26.532309002514225
IL-13,Basal,Resting,24,1.0,58.509373571102
IL-13,Basal,Resting,24,2.0,58.509373571102
IL-13,Basal,Resting,24,3.0,58.509373571102
IL-13,Basal,Resting,24,4.0,58.509373571102
IL-13,Basal,Resting,48,1.0,58.509373571102
IL-13,Basal,Resting,48,2.0,58.509373571102
IL-13,Basal,Resting,48,3.0,58.509373571102
IL-13,Basal,Resting,48,4.0,58.509373571102
IL-13,Basal,Resting,96,1.0,10.9530916469104
IL-13,Basal,Resting,96,2.0,58.509373571102
IL-13,Basal,Resting,96,3.0,10.9530916469104
IL-13,Basal,Resting,96,4.0,58.509373571102
IL-13,Inflammatory,Activated,24,1.0,38.3304284554441
IL-13,Inflammatory,Activated,24,2.0,18.7471069382922
IL-13,Inflammatory,Activated,24,3.0,10.9530916469104
IL-13,Inflammatory,Activated,24,4.0,49.8870269297543
IL-13,Inflammatory,Activated,48,1.0,58.509373571102
IL-13,Inflammatory,Activated,48,2.0,58.509373571102
IL-13,Inflammatory,Activated,48,3.0,58.509373571102
IL-13,Inflammatory,Activated,48,4.0,38.3304284554441
IL-13,Inflammatory,Activated,96,1.0,58.509373571102
IL-13,Inflammatory,Activated,96,2.0,58.509373571102
IL-13,Inflammatory,Activated,96,3.0,58.509373571102
IL-13,Inflammatory,Activated,96,4.0,58.509373571102
IL-13,Inflammatory,None,24,,25.177719598155676
IL-13,Inflammatory,None,48,,45.26571368569555
IL-13,Inflammatory,None,96,,41.57556681113962
IL-13,Inflammatory,Resting,24,1.0,58.509373571102
IL-13,Inflammatory,Resting,24,2.0,58.509373571102
IL-13,Inflammatory,Resting,24,3.0,10.9530916469104
IL-13,Inflammatory,Resting,24,4.0,58.509373571102
IL-13,Inflammatory,Resting,48,1.0,58.509373571102
IL-13,Inflammatory,Resting,48,2.0,10.9530916469104
IL-13,Inflammatory,Resting,48,3.0,58.509373571102
IL-13,Inflammatory,Resting,48,4.0,58.509373571102
IL-13,Inflammatory,Resting,96,1.0,58.509373571102
IL-13,Inflammatory,Resting,96,2.0,58.509373571102
IL-13,Inflammatory,Resting,96,3.0,58.509373571102
IL-13,Inflammatory,Resting,96,4.0,58.509373571102
IL-15,Basal,Activated,24,1.0,0.585276634659351
IL-15,Basal,Activated,24,2.0,0.0482951117424928
IL-15,Basal,Activated,24,3.0,0.200387107458091
IL-15,Basal,Activated,24,4.0,0.280612620709411
IL-15,Basal,Activated,48,1.0,0.0482951117424928
IL-15,Basal,Activated,48,2.0,0.0482951117424928
IL-15,Basal,Activated,48,3.0,0.280612620709411
IL-15,Basal,Activated,48,4.0,0.200387107458091
IL-15,Basal,Activated,96,1.0,0.0482951117424928
IL-15,Basal,Activated,96,2.0,0.362575351905607
IL-15,Basal,Activated,96,3.0,0.362575351905607
IL-15,Basal,Activated,96,4.0,0.0482951117424928
IL-15,Basal,None,24,,0.2609905468828
IL-15,Basal,None,48,,0.20291116964107045
IL-15,Basal,None,96,,0.3639958009375067
IL-15,Basal,Resting,24,1.0,0.200387107458091
IL-15,Basal,Resting,24,2.0,0.280612620709411
IL-15,Basal,Resting,24,3.0,0.200387107458091
IL-15,Basal,Resting,24,4.0,0.200387107458091
IL-15,Basal,Resting,48,1.0,0.200387107458091
IL-15,Basal,Resting,48,2.0,0.585276634659351
IL-15,Basal,Resting,48,3.0,0.530445392480722
IL-15,Basal,Resting,48,4.0,0.530445392480722
IL-15,Basal,Resting,96,1.0,0.200387107458091
IL-15,Basal,Resting,96,2.0,0.122499457697957
IL-15,Basal,Resting,96,3.0,0.200387107458091
IL-15,Basal,Resting,96,4.0,0.0482951117424928
IL-15,Inflammatory,Activated,24,1.0,0.0482951117424928
IL-15,Inflammatory,Activated,24,2.0,0.200387107458091
IL-15,Inflammatory,Activated,24,3.0,0.702365544634908
IL-15,Inflammatory,Activated,24,4.0,0.530445392480722
IL-15,Inflammatory,Activated,48,1.0,0.200387107458091
IL-15,Inflammatory,Activated,48,2.0,0.122499457697957
IL-15,Inflammatory,Activated,48,3.0,0.362575351905607
IL-15,Inflammatory,Activated,48,4.0,0.445928677419865
IL-15,Inflammatory,Activated,96,1.0,0.200387107458091
IL-15,Inflammatory,Activated,96,2.0,0.585276634659351
IL-15,Inflammatory,Activated,96,3.0,0.530445392480722
IL-15,Inflammatory,Activated,96,4.0,0.200387107458091
IL-15,Inflammatory,None,24,,0.4884778823369432
IL-15,Inflammatory,None,48,,0.4405094530045073
IL-15,Inflammatory,None,96,,0.3273932510405069
IL-15,Inflammatory,Resting,24,1.0,0.362575351905607
IL-15,Inflammatory,Resting,24,2.0,0.362575351905607
IL-15,Inflammatory,Resting,24,3.0,0.200387107458091
IL-15,Inflammatory,Resting,24,4.0,0.702365544634908
IL-15,Inflammatory,Resting,48,1.0,0.0482951117424928
IL-15,Inflammatory,Resting,48,2.0,0.362575351905607
IL-15,Inflammatory,Resting,48,3.0,0.530445392480722
IL-15,Inflammatory,Resting,48,4.0,0.200387107458091
IL-15,Inflammatory,Resting,96,1.0,0.0482951117424928
IL-15,Inflammatory,Resting,96,2.0,0.0482951117424928
IL-15,Inflammatory,Resting,96,3.0,0.585276634659351
IL-15,Inflammatory,Resting,96,4.0,0.362575351905607
IL-17,Basal,Activated,24,1.0,2.05918871151665
IL-17,Basal,Activated,24,2.0,1.47774371826612
IL-17,Basal,Activated,24,3.0,2.65677662251271
IL-17,Basal,Activated,24,4.0,3.88915531868945
IL-17,Basal,Activated,48,1.0,4.52043912649831
IL-17,Basal,Activated,48,2.0,3.26744609746317
IL-17,Basal,Activated,48,3.0,2.35618781745666
IL-17,Basal,Activated,48,4.0,4.52043912649831
IL-17,Basal,Activated,96,1.0,5.80754779618935
IL-17,Basal,Activated,96,2.0,19.753775088791
IL-17,Basal,Activated,96,3.0,5.16019186300072
IL-17,Basal,Activated,96,4.0,3.88915531868945
IL-17,Basal,None,24,,1.8263677857122698
IL-17,Basal,None,48,,2.3579826670146797
IL-17,Basal,None,96,,2.5198471997890324
IL-17,Basal,Resting,24,1.0,16.4924692793111
IL-17,Basal,Resting,24,2.0,16.1336386881692
IL-17,Basal,Resting,24,3.0,16.8520393879153
IL-17,Basal,Resting,24,4.0,9.13769834109635
IL-17,Basal,Resting,48,1.0,32.4960463021068
IL-17,Basal,Resting,48,2.0,7.12240302760624
IL-17,Basal,Resting,48,3.0,27.1780951326033
IL-17,Basal,Resting,48,4.0,9.13769834109635
IL-17,Basal,Resting,96,1.0,5.16019186300072
IL-17,Basal,Resting,96,2.0,3.88915531868945
IL-17,Basal,Resting,96,3.0,3.26744609746317
IL-17,Basal,Resting,96,4.0,2.65677662251271
IL-17,Inflammatory,Activated,24,1.0,25.6758260501846
IL-17,Inflammatory,Activated,24,2.0,18.2974653024917
IL-17,Inflammatory,Activated,24,3.0,14.3510632193572
IL-17,Inflammatory,Activated,24,4.0,1.48148148148148
IL-17,Inflammatory,Activated,48,1.0,27.9322117003086
IL-17,Inflammatory,Activated,48,2.0,19.753775088791
IL-17,Inflammatory,Activated,48,3.0,8.46072927215404
IL-17,Inflammatory,Activated,48,4.0,7.12240302760624
IL-17,Inflammatory,Activated,96,1.0,16.8520393879153
IL-17,Inflammatory,Activated,96,2.0,21.9572331371867
IL-17,Inflammatory,Activated,96,3.0,11.8907895815151
IL-17,Inflammatory,Activated,96,4.0,23.438049118544
IL-17,Inflammatory,None,24,,3.7489915174744275
IL-17,Inflammatory,None,48,,3.9771744911919273
IL-17,Inflammatory,None,96,,3.9012134273687273
IL-17,Inflammatory,Resting,24,1.0,1.47774371826612
IL-17,Inflammatory,Resting,24,2.0,2.65677662251271
IL-17,Inflammatory,Resting,24,3.0,1.47774371826612
IL-17,Inflammatory,Resting,24,4.0,17.57334732468
IL-17,Inflammatory,Resting,48,1.0,2.65677662251271
IL-17,Inflammatory,Resting,48,2.0,3.26744609746317
IL-17,Inflammatory,Resting,48,3.0,3.26744609746317
IL-17,Inflammatory,Resting,48,4.0,5.16019186300072
IL-17,Inflammatory,Resting,96,1.0,7.12240302760624
IL-17,Inflammatory,Resting,96,2.0,5.48296633294979
IL-17,Inflammatory,Resting,96,3.0,5.16019186300072
IL-17,Inflammatory,Resting,96,4.0,4.52043912649831
IL-1RA,Basal,Activated,24,1.0,7.23323027040273
IL-1RA,Basal,Activated,24,2.0,5.73557546996184
IL-1RA,Basal,Activated,24,3.0,669.422909824887
IL-1RA,Basal,Activated,24,4.0,5620.0
IL-1RA,Basal,Activated,48,1.0,1998.07290865815
IL-1RA,Basal,Activated,48,2.0,1798.63821534636
IL-1RA,Basal,Activated,48,3.0,975.489501990847
IL-1RA,Basal,Activated,48,4.0,5620.0
IL-1RA,Basal,Activated,96,1.0,448.300564640983
IL-1RA,Basal,Activated,96,2.0,230.021812029078
IL-1RA,Basal,Activated,96,3.0,399.998711897689
IL-1RA,Basal,Activated,96,4.0,352.166754740939
IL-1RA,Basal,None,24,,11.397589906144404
IL-1RA,Basal,None,48,,15.8480779764554
IL-1RA,Basal,None,96,,24.480465391995452
IL-1RA,Basal,Resting,24,1.0,52.5115962016445
IL-1RA,Basal,Resting,24,2.0,73.2001325463808
IL-1RA,Basal,Resting,24,3.0,144.578669840892
IL-1RA,Basal,Resting,24,4.0,444.08286807891
IL-1RA,Basal,Resting,48,1.0,242.03857182004
IL-1RA,Basal,Resting,48,2.0,491.714107271015
IL-1RA,Basal,Resting,48,3.0,230.021812029078
IL-1RA,Basal,Resting,48,4.0,689.069810838016
IL-1RA,Basal,Resting,96,1.0,2187.35043036264
IL-1RA,Basal,Resting,96,2.0,2121.17398033492
IL-1RA,Basal,Resting,96,3.0,1976.91836287576
IL-1RA,Basal,Resting,96,4.0,5620.0
IL-1RA,Inflammatory,Activated,24,1.0,214.07850802178
IL-1RA,Inflammatory,Activated,24,2.0,230.021812029078
IL-1RA,Inflammatory,Activated,24,3.0,421.993989941825
IL-1RA,Inflammatory,Activated,24,4.0,2.56973022405121
IL-1RA,Inflammatory,Activated,48,1.0,240.032359206585
IL-1RA,Inflammatory,Activated,48,2.0,451.465959392144
IL-1RA,Inflammatory,Activated,48,3.0,634.61437829664
IL-1RA,Inflammatory,Activated,48,4.0,902.52802779954
IL-1RA,Inflammatory,Activated,96,1.0,348.031283201898
IL-1RA,Inflammatory,Activated,96,2.0,200.206234568816
IL-1RA,Inflammatory,Activated,96,3.0,903.646594751578
IL-1RA,Inflammatory,Activated,96,4.0,188.377075581398
IL-1RA,Inflammatory,None,24,,35.23657205377478
IL-1RA,Inflammatory,None,48,,42.421925667115175
IL-1RA,Inflammatory,None,96,,32.658155375784254
IL-1RA,Inflammatory,Resting,24,1.0,17.4629519627034
IL-1RA,Inflammatory,Resting,24,2.0,38.4897652985375
IL-1RA,Inflammatory,Resting,24,3.0,329.47146335474
IL-1RA,Inflammatory,Resting,24,4.0,291.590112374456
IL-1RA,Inflammatory,Resting,48,1.0,1405.0113485018
IL-1RA,Inflammatory,Resting,48,2.0,1499.07180436971
IL-1RA,Inflammatory,Resting,48,3.0,1279.28294903282
IL-1RA,Inflammatory,Resting,48,4.0,5620.0
IL-1RA,Inflammatory,Resting,96,1.0,1718.66078915951
IL-1RA,Inflammatory,Resting,96,2.0,1183.60161399701
IL-1RA,Inflammatory,Resting,96,3.0,2060.6272693109
IL-1RA,Inflammatory,Resting,96,4.0,2263.22635849125
IL-1beta,Basal,Activated,24,1.0,2.34045659450039
IL-1beta,Basal,Activated,24,2.0,2.34045659450039
IL-1beta,Basal,Activated,24,3.0,4.96150719237312
IL-1beta,Basal,Activated,24,4.0,6.62209499247473
IL-1beta,Basal,Activated,48,1.0,14.3926675423722
IL-1beta,Basal,Activated,48,2.0,25.4320206014075
IL-1beta,Basal,Activated,48,3.0,5.6240753169958
IL-1beta,Basal,Activated,48,4.0,8.2950369607609
IL-1beta,Basal,Activated,96,1.0,1776.23019318771
IL-1beta,Basal,Activated,96,2.0,20.5765939537476
IL-1beta,Basal,Activated,96,3.0,20.2311986119638
IL-1beta,Basal,Activated,96,4.0,18.5072946487302
IL-1beta,Basal,None,24,,1740.2092167689725
IL-1beta,Basal,None,48,,4.7152487927940525
IL-1beta,Basal,None,96,,1017.4253568895398
IL-1beta,Basal,Resting,24,1.0,11.3310124801234
IL-1beta,Basal,Resting,24,2.0,10.9923097864415
IL-1beta,Basal,Resting,24,3.0,10.9923097864415
IL-1beta,Basal,Resting,24,4.0,21.2679789849342
IL-1beta,Basal,Resting,48,1.0,144.623477746465
IL-1beta,Basal,Resting,48,2.0,25.4320206014075
IL-1beta,Basal,Resting,48,3.0,21.2679789849342
IL-1beta,Basal,Resting,48,4.0,37.3566630507843
IL-1beta,Basal,Resting,96,1.0,7573.77874032719
IL-1beta,Basal,Resting,96,2.0,7352.41222077345
IL-1beta,Basal,Resting,96,3.0,38.0632530518277
IL-1beta,Basal,Resting,96,4.0,6.28890152718487
IL-1beta,Inflammatory,Activated,24,1.0,2131.85727559029
IL-1beta,Inflammatory,Activated,24,2.0,3611.24460029589
IL-1beta,Inflammatory,Activated,24,3.0,165.566373129174
IL-1beta,Inflammatory,Activated,24,4.0,1.91129401005944
IL-1beta,Inflammatory,Activated,48,1.0,3584.2315050364
IL-1beta,Inflammatory,Activated,48,2.0,2552.73375054009
IL-1beta,Inflammatory,Activated,48,3.0,150.314797411947
IL-1beta,Inflammatory,Activated,48,4.0,138.192158523612
IL-1beta,Inflammatory,Activated,96,1.0,48.3651167323631
IL-1beta,Inflammatory,Activated,96,2.0,1984.15237799487
IL-1beta,Inflammatory,Activated,96,3.0,124.265270819932
IL-1beta,Inflammatory,Activated,96,4.0,23.3467260325383
IL-1beta,Inflammatory,None,24,,4055.258861764355
IL-1beta,Inflammatory,None,48,,8706.85463875397
IL-1beta,Inflammatory,None,96,,5633.42876140578
IL-1beta,Inflammatory,Resting,24,1.0,2673.29612648816
IL-1beta,Inflammatory,Resting,24,2.0,2886.53031671071
IL-1beta,Inflammatory,Resting,24,3.0,84.2034767426921
IL-1beta,Inflammatory,Resting,24,4.0,98.9339341746611
IL-1beta,Inflammatory,Resting,48,1.0,7468.94047399149
IL-1beta,Inflammatory,Resting,48,2.0,9175.45027566804
IL-1beta,Inflammatory,Resting,48,3.0,98.5640812652522
IL-1beta,Inflammatory,Resting,48,4.0,107.834063744436
IL-1beta,Inflammatory,Resting,96,1.0,7345.98185937054
IL-1beta,Inflammatory,Resting,96,2.0,6001.39616918248
IL-1beta,Inflammatory,Resting,96,3.0,8.9671592299246
IL-1beta,Inflammatory,Resting,96,4.0,8.9671592299246
IL-2,Basal,Activated,24,1.0,18.8740904659234
IL-2,Basal,Activated,24,2.0,15.7840669963635
IL-2,Basal,Activated,24,3.0,30.191215599686
IL-2,Basal,Activated,24,4.0,31.0813171393025
IL-2,Basal,Activated,48,1.0,37.3776219927112
IL-2,Basal,Activated,48,2.0,37.6801438597763
IL-2,Basal,Activated,48,3.0,31.0813171393025
IL-2,Basal,Activated,48,4.0,39.5001100218461
IL-2,Basal,Activated,96,1.0,40.1085725846205
IL-2,Basal,Activated,96,2.0,40.1085725846205
IL-2,Basal,Activated,96,3.0,29.3036195537451
IL-2,Basal,Activated,96,4.0,24.0343298460449
IL-2,Basal,None,24,,21.353467216409598
IL-2,Basal,None,48,,29.170060751327526
IL-2,Basal,None,96,,32.19674972094468
IL-2,Basal,Resting,24,1.0,28.1241618324947
IL-2,Basal,Resting,24,2.0,29.8950689049147
IL-2,Basal,Resting,24,3.0,14.9508645473388
IL-2,Basal,Resting,24,4.0,38.2858842053518
IL-2,Basal,Resting,48,1.0,28.7133108876337
IL-2,Basal,Resting,48,2.0,36.7732824787659
IL-2,Basal,Resting,48,3.0,38.2858842053518
IL-2,Basal,Resting,48,4.0,35.8685572298932
IL-2,Basal,Resting,96,1.0,37.3776219927112
IL-2,Basal,Resting,96,2.0,35.8685572298932
IL-2,Basal,Resting,96,3.0,36.4714679393625
IL-2,Basal,Resting,96,4.0,31.6760812551584
IL-2,Inflammatory,Activated,24,1.0,40.1085725846205
IL-2,Inflammatory,Activated,24,2.0,34.9660115800144
IL-2,Inflammatory,Activated,24,3.0,32.2719164622715
IL-2,Inflammatory,Activated,24,4.0,0.687715842111528
IL-2,Inflammatory,Activated,48,1.0,39.8042299975768
IL-2,Inflammatory,Activated,48,2.0,45.9316591837979
IL-2,Inflammatory,Activated,48,3.0,25.1965227770784
IL-2,Inflammatory,Activated,48,4.0,31.6760812551584
IL-2,Inflammatory,Activated,96,1.0,39.5001100218461
IL-2,Inflammatory,Activated,96,2.0,43.1639498638794
IL-2,Inflammatory,Activated,96,3.0,37.3776219927112
IL-2,Inflammatory,Activated,96,4.0,31.3785642894632
IL-2,Inflammatory,None,24,,31.4549523521544
IL-2,Inflammatory,None,48,,44.9038686871127
IL-2,Inflammatory,None,96,,31.2029918007182
IL-2,Inflammatory,Resting,24,1.0,37.6801438597763
IL-2,Inflammatory,Resting,24,2.0,38.8925434617789
IL-2,Inflammatory,Resting,24,3.0,34.6656551718846
IL-2,Inflammatory,Resting,24,4.0,39.1962140421982
IL-2,Inflammatory,Resting,48,1.0,38.2858842053518
IL-2,Inflammatory,Resting,48,2.0,38.2858842053518
IL-2,Inflammatory,Resting,48,3.0,41.3281419735191
IL-2,Inflammatory,Resting,48,4.0,41.3281419735191
IL-2,Inflammatory,Resting,96,1.0,46.5489151372705
IL-2,Inflammatory,Resting,96,2.0,48.0954694952683
IL-2,Inflammatory,Resting,96,3.0,36.4714679393625
IL-2,Inflammatory,Resting,96,4.0,41.3281419735191
IL-4,Basal,Activated,24,1.0,17.0206317122115
IL-4,Basal,Activated,24,2.0,20.2296154660659
IL-4,Basal,Activated,24,3.0,37.6481870033165
IL-4,Basal,Activated,24,4.0,52.0369117883277
IL-4,Basal,Activated,48,1.0,48.8576579083899
IL-4,Basal,Activated,48,2.0,53.2958848629032
IL-4,Basal,Activated,48,3.0,44.3232335350082
IL-4,Basal,Activated,48,4.0,53.2958848629032
IL-4,Basal,Activated,96,1.0,69.697582232011
IL-4,Basal,Activated,96,2.0,58.8791514101408
IL-4,Basal,Activated,96,3.0,54.5479630732068
IL-4,Basal,Activated,96,4.0,55.1714893113694
IL-4,Basal,None,24,,35.417494490162376
IL-4,Basal,None,48,,36.25912930976797
IL-4,Basal,None,96,,55.19996704114605
IL-4,Basal,Resting,24,1.0,32.8081164975645
IL-4,Basal,Resting,24,2.0,36.2809106510465
IL-4,Basal,Resting,24,3.0,36.2809106510465
IL-4,Basal,Resting,24,4.0,52.0369117883277
IL-4,Basal,Resting,48,1.0,57.0323446013994
IL-4,Basal,Resting,48,2.0,56.4136537628245
IL-4,Basal,Resting,48,3.0,62.5331345967159
IL-4,Basal,Resting,48,4.0,57.0323446013994
IL-4,Basal,Resting,96,1.0,74.3790556227197
IL-4,Basal,Resting,96,2.0,70.2866914749867
IL-4,Basal,Resting,96,3.0,57.0323446013994
IL-4,Basal,Resting,96,4.0,48.8576579083899
IL-4,Inflammatory,Activated,24,1.0,73.7977040872546
IL-4,Inflammatory,Activated,24,2.0,64.3414444588672
IL-4,Inflammatory,Activated,24,3.0,76.1168152446964
IL-4,Inflammatory,Activated,24,4.0,2.04846822130773
IL-4,Inflammatory,Activated,48,1.0,77.8453763355924
IL-4,Inflammatory,Activated,48,2.0,76.1168152446964
IL-4,Inflammatory,Activated,48,3.0,54.5479630732068
IL-4,Inflammatory,Activated,48,4.0,66.7342960878569
IL-4,Inflammatory,Activated,96,1.0,69.697582232011
IL-4,Inflammatory,Activated,96,2.0,74.9593500484131
IL-4,Inflammatory,Activated,96,3.0,77.8453763355924
IL-4,Inflammatory,Activated,96,4.0,60.7125514845705
IL-4,Inflammatory,None,24,,65.01617303708079
IL-4,Inflammatory,None,48,,82.6733969463011
IL-4,Inflammatory,None,96,,63.95392542072612
IL-4,Inflammatory,Resting,24,1.0,73.7977040872546
IL-4,Inflammatory,Resting,24,2.0,66.7342960878569
IL-4,Inflammatory,Resting,24,3.0,73.7977040872546
IL-4,Inflammatory,Resting,24,4.0,77.2701925934519
IL-4,Inflammatory,Resting,48,1.0,70.8746521277029
IL-4,Inflammatory,Resting,48,2.0,81.2760779513526
IL-4,Inflammatory,Resting,48,3.0,74.3790556227197
IL-4,Inflammatory,Resting,48,4.0,85.2364467562405
IL-4,Inflammatory,Resting,96,1.0,81.8445556770394
IL-4,Inflammatory,Resting,96,2.0,76.1168152446964
IL-4,Inflammatory,Resting,96,3.0,48.8576579083899
IL-4,Inflammatory,Resting,96,4.0,48.2160778026817
IL-5,Basal,Activated,24,1.0,0.672153635116598
IL-5,Basal,Activated,24,2.0,0.36132713287798
IL-5,Basal,Activated,24,3.0,0.672153635116598
IL-5,Basal,Activated,24,4.0,0.36132713287798
IL-5,Basal,Activated,48,1.0,0.92400435959833
IL-5,Basal,Activated,48,2.0,0.36132713287798
IL-5,Basal,Activated,48,3.0,0.36132713287798
IL-5,Basal,Activated,48,4.0,0.672153635116598
IL-5,Basal,Activated,96,1.0,2.77429354915263
IL-5,Basal,Activated,96,2.0,3.6044751102616
IL-5,Basal,Activated,96,3.0,0.92400435959833
IL-5,Basal,Activated,96,4.0,1.89378526614248
IL-5,Basal,None,24,,0.516740383997289
IL-5,Basal,None,48,,0.516740383997289
IL-5,Basal,None,96,,0.516740383997289
IL-5,Basal,Resting,24,1.0,1.42471609655721
IL-5,Basal,Resting,24,2.0,0.92400435959833
IL-5,Basal,Resting,24,3.0,3.40061605825195
IL-5,Basal,Resting,24,4.0,1.42471609655721
IL-5,Basal,Resting,48,1.0,0.36132713287798
IL-5,Basal,Resting,48,2.0,2.77429354915263
IL-5,Basal,Resting,48,3.0,4.78758071795403
IL-5,Basal,Resting,48,4.0,1.89378526614248
IL-5,Basal,Resting,96,1.0,0.36132713287798
IL-5,Basal,Resting,96,2.0,0.36132713287798
IL-5,Basal,Resting,96,3.0,0.672153635116598
IL-5,Basal,Resting,96,4.0,0.672153635116598
IL-5,Inflammatory,Activated,24,1.0,1.17937593786758
IL-5,Inflammatory,Activated,24,2.0,0.36132713287798
IL-5,Inflammatory,Activated,24,3.0,0.36132713287798
IL-5,Inflammatory,Activated,24,4.0,0.672153635116598
IL-5,Inflammatory,Activated,48,1.0,1.42471609655721
IL-5,Inflammatory,Activated,48,2.0,2.77429354915263
IL-5,Inflammatory,Activated,48,3.0,1.42471609655721
IL-5,Inflammatory,Activated,48,4.0,0.92400435959833
IL-5,Inflammatory,Activated,96,1.0,1.89378526614248
IL-5,Inflammatory,Activated,96,2.0,1.42471609655721
IL-5,Inflammatory,Activated,96,3.0,2.12002798670494
IL-5,Inflammatory,Activated,96,4.0,1.42471609655721
IL-5,Inflammatory,None,24,,0.4390337584376345
IL-5,Inflammatory,None,48,,0.579703065117722
IL-5,Inflammatory,None,96,,0.36132713287798
IL-5,Inflammatory,Resting,24,1.0,0.36132713287798
IL-5,Inflammatory,Resting,24,2.0,0.36132713287798
IL-5,Inflammatory,Resting,24,3.0,0.672153635116598
IL-5,Inflammatory,Resting,24,4.0,2.98575213742199
IL-5,Inflammatory,Resting,48,1.0,0.36132713287798
IL-5,Inflammatory,Resting,48,2.0,0.672153635116598
IL-5,Inflammatory,Resting,48,3.0,0.672153635116598
IL-5,Inflammatory,Resting,48,4.0,0.36132713287798
IL-5,Inflammatory,Resting,96,1.0,0.92400435959833
IL-5,Inflammatory,Resting,96,2.0,0.92400435959833
IL-5,Inflammatory,Resting,96,3.0,0.36132713287798
IL-5,Inflammatory,Resting,96,4.0,0.36132713287798
IL-6,Basal,Activated,24,1.0,416.762615592322
IL-6,Basal,Activated,24,2.0,381.292584712672
IL-6,Basal,Activated,24,3.0,1072.2641790636
IL-6,Basal,Activated,24,4.0,960.0
IL-6,Basal,Activated,48,1.0,446.624622089697
IL-6,Basal,Activated,48,2.0,960.0
IL-6,Basal,Activated,48,3.0,960.0
IL-6,Basal,Activated,48,4.0,960.0
IL-6,Basal,Activated,96,1.0,960.0
IL-6,Basal,Activated,96,2.0,960.0
IL-6,Basal,Activated,96,3.0,960.0
IL-6,Basal,Activated,96,4.0,960.0
IL-6,Basal,None,24,,684.3244060444749
IL-6,Basal,None,48,,483.26123216093424
IL-6,Basal,None,96,,960.0
IL-6,Basal,Resting,24,1.0,960.0
IL-6,Basal,Resting,24,2.0,960.0
IL-6,Basal,Resting,24,3.0,960.0
IL-6,Basal,Resting,24,4.0,960.0
IL-6,Basal,Resting,48,1.0,960.0
IL-6,Basal,Resting,48,2.0,960.0
IL-6,Basal,Resting,48,3.0,960.0
IL-6,Basal,Resting,48,4.0,960.0
IL-6,Basal,Resting,96,1.0,960.0
IL-6,Basal,Resting,96,2.0,960.0
IL-6,Basal,Resting,96,3.0,960.0
IL-6,Basal,Resting,96,4.0,960.0
IL-6,Inflammatory,Activated,24,1.0,960.0
IL-6,Inflammatory,Activated,24,2.0,960.0
IL-6,Inflammatory,Activated,24,3.0,960.0
IL-6,Inflammatory,Activated,24,4.0,0.50748560129423
IL-6,Inflammatory,Activated,48,1.0,960.0
IL-6,Inflammatory,Activated,48,2.0,960.0
IL-6,Inflammatory,Activated,48,3.0,960.0
IL-6,Inflammatory,Activated,48,4.0,960.0
IL-6,Inflammatory,Activated,96,1.0,960.0
IL-6,Inflammatory,Activated,96,2.0,960.0
IL-6,Inflammatory,Activated,96,3.0,960.0
IL-6,Inflammatory,Activated,96,4.0,960.0
IL-6,Inflammatory,None,24,,960.0
IL-6,Inflammatory,None,48,,960.0
IL-6,Inflammatory,None,96,,837.6324806707914
IL-6,Inflammatory,Resting,24,1.0,960.0
IL-6,Inflammatory,Resting,24,2.0,960.0
IL-6,Inflammatory,Resting,24,3.0,960.0
IL-6,Inflammatory,Resting,24,4.0,960.0
IL-6,Inflammatory,Resting,48,1.0,960.0
IL-6,Inflammatory,Resting,48,2.0,960.0
IL-6,Inflammatory,Resting,48,3.0,960.0
IL-6,Inflammatory,Resting,48,4.0,960.0
IL-6,Inflammatory,Resting,96,1.0,960.0
IL-6,Inflammatory,Resting,96,2.0,960.0
IL-6,Inflammatory,Resting,96,3.0,602.485361828802
IL-6,Inflammatory,Resting,96,4.0,620.11877109696
IL-7,Basal,Activated,24,1.0,3.87069157547746
IL-7,Basal,Activated,24,2.0,2.97847171355275
IL-7,Basal,Activated,24,3.0,6.32984621731489
IL-7,Basal,Activated,24,4.0,8.55268313778066
IL-7,Basal,Activated,48,1.0,8.55268313778066
IL-7,Basal,Activated,48,2.0,9.52139507501111
IL-7,Basal,Activated,48,3.0,7.43421799055632
IL-7,Basal,Activated,48,4.0,9.19751991476281
IL-7,Basal,Activated,96,1.0,12.8077177804745
IL-7,Basal,Activated,96,2.0,11.8133362708962
IL-7,Basal,Activated,96,3.0,9.52139507501111
IL-7,Basal,Activated,96,4.0,8.87460627165657
IL-7,Basal,None,24,,5.864341420311087
IL-7,Basal,None,48,,6.408986479521412
IL-7,Basal,None,96,,10.46921197011446
IL-7,Basal,Resting,24,1.0,4.93399316467303
IL-7,Basal,Resting,24,2.0,7.27554640169292
IL-7,Basal,Resting,24,3.0,8.55268313778066
IL-7,Basal,Resting,24,4.0,9.52139507501111
IL-7,Basal,Resting,48,1.0,10.8259884519001
IL-7,Basal,Resting,48,2.0,10.6621503177864
IL-7,Basal,Resting,48,3.0,10.6621503177864
IL-7,Basal,Resting,48,4.0,11.483414280832
IL-7,Basal,Resting,96,1.0,13.1406604371629
IL-7,Basal,Resting,96,2.0,14.4794346534662
IL-7,Basal,Resting,96,3.0,10.4985247632545
IL-7,Basal,Resting,96,4.0,7.75241673259819
IL-7,Inflammatory,Activated,24,1.0,14.8158099129768
